course_code,course_title,course_teacher,link,fas_code,unique_code,course_id,num_responded,num_students,course_score_mean,course_score_median,course_score_mode,course_score_stdev,lecturer_score_mean,lecturer_score_median,lecturer_score_mode,lecturer_score_stdev,workload_score_mean,workload_score_median,workload_score_mode,workload_score_stdev,rec_score_mean,rec_score_median,rec_score_mode,rec_score_stdev,sentiment_score_mean,sentiment_score_median,sentiment_score_mode,sentiment_score_stdev,gem_probability_mean,gem_probability_median,gem_probability_mode,gem_probability_stdev,best_comment,max_sent_score,worse_comment,min_sent_score,best_gem_comment,max_gem_probability
PHYSCI 12A,"Mechanics and Statistical Physics from an Analytic, Numerical and Experimental Perspective 001",Ledbetter,https://harvard.bluera.com/harvard/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=af331741484abd8e7b4759d250d43521f613bde58ec65f7581198c8effcfb924974bd1271507ef4f6e7f49b45dc1bf3d&ReportType=2&regl=en-US,FAS-109274-2252-1-1-001,FAS-109274-2252-1-1-001(Ledbetter),109274,106,125,4.2,4.0,5.0,0.8408749651825217,4.69,5.0,5.0,0.6307763374436203,7.48,7.0,8.0,3.86,4.14,4.0,4.0,0.93,0.5922864406779661,0.7712,0.0,0.4364062542843447,0.0,0.0,0.0,0.0,"Okay, so here’s the deal. I took this class coming off of AP Physics 1, and honestly, I wasn’t sure what to expect. I’d learned the basics, but I was looking for something that would push me further without turning into an all–consuming nightmare. Physical Sciences 12a totally delivered on that. It’s not just a repeat of high school physics—it’s a chance to build on what you already know, dive deeper into some cool stuff like fluid mechanics, and leave with a stronger understanding of physics than you walked in with.It’s also just a great course if you want to understand physics but not dive into the deep end. For someone like me, who’s not majoring in physics but needs a solid foundation for engineering, this class was perfectPros:A Real Review That’s Actually Helpful:Coming from AP Physics 1, I thought I knew the basics. Like, I knew how to do some basic mechanics, forces, and energy problems. But when I jumped into 12a, I realized that there’s a level of depth I hadn’t even touched yet. This course didn’t just breeze through what I already knew—it helped me really understand it. Fluid mechanics was a whole new world for me, and I got to see how the math and concepts actually fit together. Honestly, I walked out of this class with a much better grasp of physics than I had going in.Demos & Labs: Total Game Changer:Let’s be real, I didn’t expect the demos to be as entertaining as they were. They were straight–up cool. We didn’t just watch some pendulum swing back and forth—these demos brought the physics to life in ways that made everything feel real. And the labs? They weren’t just a way to pass time. I actually enjoyed them. I got to team up with people, test out theories, and see how physics works in the real world. It wasn’t some dry, boring “let’s just get this done” experience—it was genuinely fun. Plus, the labs were a good way to meet people, so there’s that bonus.Stars System: Not Perfect, But Solid:I was a little skeptical about the Stars system at first, but once I got into it, I saw how it helped me stay on top of the material. The idea is simple: prove you know your stuff, earn a Star. It gives you smaller, more manageable goals to work toward instead of one big exam stress fest. Now, I’m not gonna lie, the Stars system can be intense. If you mess up even a little bit, you miss the Star. But there’s a silver lining: if you miss a Star, you can meet with the course leadership to show that you’ve got a handle on the material. It’s kind of like an insurance policy—you get another shot to prove you know your stuff. This kept me from panicking about exams and helped me focus on actually learning.Incredible Support from the Course Leadership:One of my favorite things about this class was the course leadership. They weren’t just checking boxes—they actually cared that you understood the material. Any time I had a question or felt like I was falling behind, they were there to help. It wasn’t some generic “go to office hours” vibe; they’d actually meet with you one–on–one, break down concepts until they clicked, and make sure you were on the right track. It was refreshing, especially in a course that’s got some heavy material.Confidence Boost Like No Other:Before this course, I felt like I understood physics, but not in the deep way I wanted to. After 12a, though? I felt like I could actually do physics. The new material, like fluid mechanics, was challenging, but the course gave me the tools and understanding to tackle it head–on. By the end of it, I was ready to keep going with physics. If you’ve taken AP Physics 1 or have some basic understanding and are worried about taking that next step, this course will give you the confidence you need to keep pushing forward.Shoutout to the CAs:Alright, let’s talk about problem sets. They’re no joke. But what made them manageable was the support I got from the CAs. Seriously—if you’re struggling, get to office hours. The CAs (NeNe, Rohil, Will, Tyler—you guys are the real MVPs) were always ready to break things down and explain stuff until it clicked. It made those PSets way less stressful, and honestly, I probably wouldn’t have made it through without their help.Cons:9 A.M. = No Fun:We all know how it goes—9 a.m. is way too early for anything. Especially when you’ve been pulling late–night study sessions, dealing with other classes, or just living your life. Getting up for this class felt like an Olympic sport in itself. Don’t let the early start fool you—if you’re not a morning person, prepare to drag yourself out of bed.Stars System (Again):As much as I loved the Stars system, it’s not all sunshine and rainbows. There were times where I felt like the smallest mistake—something minor—would cost me a Star. And that little bit of stress over missing Stars can get to you, especially if you're someone who’s a little on the perfectionist side. It’s a great system in theory, but it can sometimes feel like you're walking a tightrope.Coding Projects (Sigh):Okay, I get it—coding is part of the physics game now, and I see the value of integrating it. But honestly? The coding projects were a bit of a headache. It wasn’t a huge deal since they’re not on the final, but they still felt like extra busywork. They weren’t terrible, just kind of annoying.PSets Are Time–Consuming (But What Else Is New?):Let’s face it—problem sets in any physics class are going to take time. These were no exception. Some weeks, I’d be buried in them for hours. It’s manageable, but if you’ve got a packed schedule, they can start to feel like a never–ending cycle. Again, office hours help, but they do take up a good chunk of your time.",0.9987,"This course teaches more than other introductory physics courses, but the format of the course is terrible. The CS and statistics are not well integrated with the physics.",-0.7485,,0.0
PHYSCI 12A,"Mechanics and Statistical Physics from an Analytic, Numerical and Experimental Perspective 001",Wang-Holtzen,https://harvard.bluera.com/harvard/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=94acbd72541a72c32ac022267789f7fc41ee9ea8eddc333bf1f5ddb9d89e320d9434d149d218829d7d231cd9e2ceb1be&ReportType=2&regl=en-US,FAS-109274-2252-1-1-001,FAS-109274-2252-1-1-001(Wang-Holtzen),109274,106,125,4.2,4.0,5.0,0.8408749651825217,4.42,5.0,5.0,1.0075974023649155,7.48,7.0,8.0,3.86,4.14,4.0,4.0,0.93,0.5922864406779661,0.7712,0.0,0.4364062542843447,0.0,0.0,0.0,0.0,"Okay, so here’s the deal. I took this class coming off of AP Physics 1, and honestly, I wasn’t sure what to expect. I’d learned the basics, but I was looking for something that would push me further without turning into an all–consuming nightmare. Physical Sciences 12a totally delivered on that. It’s not just a repeat of high school physics—it’s a chance to build on what you already know, dive deeper into some cool stuff like fluid mechanics, and leave with a stronger understanding of physics than you walked in with.It’s also just a great course if you want to understand physics but not dive into the deep end. For someone like me, who’s not majoring in physics but needs a solid foundation for engineering, this class was perfectPros:A Real Review That’s Actually Helpful:Coming from AP Physics 1, I thought I knew the basics. Like, I knew how to do some basic mechanics, forces, and energy problems. But when I jumped into 12a, I realized that there’s a level of depth I hadn’t even touched yet. This course didn’t just breeze through what I already knew—it helped me really understand it. Fluid mechanics was a whole new world for me, and I got to see how the math and concepts actually fit together. Honestly, I walked out of this class with a much better grasp of physics than I had going in.Demos & Labs: Total Game Changer:Let’s be real, I didn’t expect the demos to be as entertaining as they were. They were straight–up cool. We didn’t just watch some pendulum swing back and forth—these demos brought the physics to life in ways that made everything feel real. And the labs? They weren’t just a way to pass time. I actually enjoyed them. I got to team up with people, test out theories, and see how physics works in the real world. It wasn’t some dry, boring “let’s just get this done” experience—it was genuinely fun. Plus, the labs were a good way to meet people, so there’s that bonus.Stars System: Not Perfect, But Solid:I was a little skeptical about the Stars system at first, but once I got into it, I saw how it helped me stay on top of the material. The idea is simple: prove you know your stuff, earn a Star. It gives you smaller, more manageable goals to work toward instead of one big exam stress fest. Now, I’m not gonna lie, the Stars system can be intense. If you mess up even a little bit, you miss the Star. But there’s a silver lining: if you miss a Star, you can meet with the course leadership to show that you’ve got a handle on the material. It’s kind of like an insurance policy—you get another shot to prove you know your stuff. This kept me from panicking about exams and helped me focus on actually learning.Incredible Support from the Course Leadership:One of my favorite things about this class was the course leadership. They weren’t just checking boxes—they actually cared that you understood the material. Any time I had a question or felt like I was falling behind, they were there to help. It wasn’t some generic “go to office hours” vibe; they’d actually meet with you one–on–one, break down concepts until they clicked, and make sure you were on the right track. It was refreshing, especially in a course that’s got some heavy material.Confidence Boost Like No Other:Before this course, I felt like I understood physics, but not in the deep way I wanted to. After 12a, though? I felt like I could actually do physics. The new material, like fluid mechanics, was challenging, but the course gave me the tools and understanding to tackle it head–on. By the end of it, I was ready to keep going with physics. If you’ve taken AP Physics 1 or have some basic understanding and are worried about taking that next step, this course will give you the confidence you need to keep pushing forward.Shoutout to the CAs:Alright, let’s talk about problem sets. They’re no joke. But what made them manageable was the support I got from the CAs. Seriously—if you’re struggling, get to office hours. The CAs (NeNe, Rohil, Will, Tyler—you guys are the real MVPs) were always ready to break things down and explain stuff until it clicked. It made those PSets way less stressful, and honestly, I probably wouldn’t have made it through without their help.Cons:9 A.M. = No Fun:We all know how it goes—9 a.m. is way too early for anything. Especially when you’ve been pulling late–night study sessions, dealing with other classes, or just living your life. Getting up for this class felt like an Olympic sport in itself. Don’t let the early start fool you—if you’re not a morning person, prepare to drag yourself out of bed.Stars System (Again):As much as I loved the Stars system, it’s not all sunshine and rainbows. There were times where I felt like the smallest mistake—something minor—would cost me a Star. And that little bit of stress over missing Stars can get to you, especially if you're someone who’s a little on the perfectionist side. It’s a great system in theory, but it can sometimes feel like you're walking a tightrope.Coding Projects (Sigh):Okay, I get it—coding is part of the physics game now, and I see the value of integrating it. But honestly? The coding projects were a bit of a headache. It wasn’t a huge deal since they’re not on the final, but they still felt like extra busywork. They weren’t terrible, just kind of annoying.PSets Are Time–Consuming (But What Else Is New?):Let’s face it—problem sets in any physics class are going to take time. These were no exception. Some weeks, I’d be buried in them for hours. It’s manageable, but if you’ve got a packed schedule, they can start to feel like a never–ending cycle. Again, office hours help, but they do take up a good chunk of your time.",0.9987,"This course teaches more than other introductory physics courses, but the format of the course is terrible. The CS and statistics are not well integrated with the physics.",-0.7485,,0.0
PHYSCI 70,Introduction to Digital Fabrication 001,Melenbrink,https://harvard.bluera.com/harvard/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=fdb6f522e6df2e3547bceafa3701b81d1b2e2996bbf24ab876e10afb01124a105493153b6102ee591b134188f2799224&ReportType=2&regl=en-US,FAS-215717-2252-1-1-001,FAS-215717-2252-1-1-001(Melenbrink),215717,13,25,5.0,5.0,5.0,0.0,5.0,5.0,5.0,0.0,12.09,10.0,15.0,4.11,5.0,5.0,5.0,0.0,0.6297,0.9005,0.0,0.42933064763652734,0.0,0.0,0.0,0.0,"PLEASE DEAR STUDENT TAKE THIS CLASS.  If you want an answer to the question ""what were your top 5 most favorite classes you took throughout all college?"" this should be top 3, if not the first.  This class is MIT's equivalent of ""how to build almost everything"", and you're not missing out by not taking the MIT version: this is seriously one of the best courses offered here.My background: CS/Econ.  Almost no 'building–hardware' experience but wanted to explore that.You get to work with a small group of people, which I think really adds to the vibe.  The staff and teaching fellows are super fun to hang around and are very easy to ask questions to.  What's kind of funny is that the lab is in the science center (SC 102) and visitors will come by to look in at the work you're doing.  Feels like you're on display, which some may not like, but I actually loved it because it felt cool to show off what you've been working on![What I Learned]The course site essentially describes all of this, but I'll put it here:– Microcontroller programming– CNC Milling (wood, acrylic, foam)– Laser Cutting (wood, acrylic)– Metalwork– Circuitry fundamentals (capacitors, resistors, breadboards)– Inputs/outputs you can attach to the circuit (servos and other actuators, stepper/DC motors, Piezo buzzers, RFID scanners, light displays, and so much more)– Circuit board fabrication (PCBs)– Radio communication (wired, wireless, Bluetooth)[Typical Week]– You'll be given a project to work on Tuesday, then have until the following Thursday to complete it.– If you don't complete it to the level you desire, you're free to redo it or continue on it until the end of the semester, but I advise just moving on and focusing on the next weekly task, then go back to that one at the end, that way you're not feeling lagged behind by any means.– The workload each week is not the same.  Some projects will take longer.  Of all the weeks, I think the heaviest weeks are: kinetic sculpture, radio communication, and machine building (robot machine).  Those weeks take about 10 hours.Again, PLEASE TAKE THIS COURSE IF YOU WANNA DO HANDS ON WORK.  This stuff is so fun.  I know I say 10 hours for the worst weeks but honestly it does not even feel like 10 weeks, it's more like ""an hour of work here"" and ""two hours of work there"", what's nice is you can basically come in any time with a buddy and they have so many office hours it's quite ridiculous, there's never a shortage of that.  You'll do awesome!!",0.9972,,0.0,,0.0
PHYSICS 15A,Introductory Mechanics and Relativity 001,Agia,https://harvard.bluera.com/harvard/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=b464ed79f4ceb4ca9cec893fc76cf7719e7e41074b65670ce927e19817ef975069a694a92c954c15c8be5319efe7b67f&ReportType=2&regl=en-US,FAS-111164-2252-1-1-001,FAS-111164-2252-1-1-001(Agia),111164,37,48,4.26,4.0,4.0,0.7603826787755085,3.33,4.0,1.0,1.7083229633001997,7.21,7.0,10.0,2.76,4.23,4.0,4.0,0.76,0.659295,0.8866,0.9186,0.45584000710660244,0.0,0.0,0.0,0.0,"TAKE IT! TAKE IT! TAKE IT!!!!!! This was the best STEM course I took at Harvard so far. I highly suggest taking 15a instead of 12a if you are truly interested in learning how Physics works. The material is awesome, the lectures are great and the labs are super manageable. I loved it!",0.9817,"This class is not super interesting. I didn't really get an intuition for why these physics concepts occur (which might be my fault, but still). If you are coming to this class out of a curiosity for physics, you should probably take physics 19.",-0.5502,,0.0
PHYSICS 15A,Introductory Mechanics and Relativity 001,Klales,https://harvard.bluera.com/harvard/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=94e59b41e9c23d34c0ebad2fbe6d65c6c0d74d9730b3625aab82b4b7bbb54fca9a7754d88bdfc090ada4e779a84a0ed5&ReportType=2&regl=en-US,FAS-111164-2252-1-1-001,FAS-111164-2252-1-1-001(Klales),111164,37,48,4.26,4.0,4.0,0.7603826787755085,4.74,5.0,5.0,0.521838084659122,7.21,7.0,10.0,2.76,4.23,4.0,4.0,0.76,0.659295,0.8866,0.9186,0.45584000710660244,0.0,0.0,0.0,0.0,"TAKE IT! TAKE IT! TAKE IT!!!!!! This was the best STEM course I took at Harvard so far. I highly suggest taking 15a instead of 12a if you are truly interested in learning how Physics works. The material is awesome, the lectures are great and the labs are super manageable. I loved it!",0.9817,"This class is not super interesting. I didn't really get an intuition for why these physics concepts occur (which might be my fault, but still). If you are coming to this class out of a curiosity for physics, you should probably take physics 19.",-0.5502,,0.0
PHYSICS 15A,Introductory Mechanics and Relativity 001,Knirck,https://harvard.bluera.com/harvard/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=7665cbef04c3d9f454943c982263deba579155409e45884413d81cdf2c8c2ba26861c1ca9028028ce2e649a760403d73&ReportType=2&regl=en-US,FAS-111164-2252-1-1-001,FAS-111164-2252-1-1-001(Knirck),111164,37,48,4.26,4.0,4.0,0.7603826787755085,3.47,3.0,3.0,0.9582707489445915,7.21,7.0,10.0,2.76,4.23,4.0,4.0,0.76,0.659295,0.8866,0.9186,0.45584000710660244,0.0,0.0,0.0,0.0,"TAKE IT! TAKE IT! TAKE IT!!!!!! This was the best STEM course I took at Harvard so far. I highly suggest taking 15a instead of 12a if you are truly interested in learning how Physics works. The material is awesome, the lectures are great and the labs are super manageable. I loved it!",0.9817,"This class is not super interesting. I didn't really get an intuition for why these physics concepts occur (which might be my fault, but still). If you are coming to this class out of a curiosity for physics, you should probably take physics 19.",-0.5502,,0.0
PHYSICS 15A,Introductory Mechanics and Relativity 001,Ponti,https://harvard.bluera.com/harvard/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=ddd39b33b6ba09ce10cdd8b2d0a77efcd15b0d7e981680fabe63e4a6e7abf6ac2747b3c0f070f23617b8970db9e3375c&ReportType=2&regl=en-US,FAS-111164-2252-1-1-001,FAS-111164-2252-1-1-001(Ponti),111164,37,48,4.26,4.0,4.0,0.7603826787755085,3.93,4.0,5.0,1.3361712223190318,7.21,7.0,10.0,2.76,4.23,4.0,4.0,0.76,0.659295,0.8866,0.9186,0.45584000710660244,0.0,0.0,0.0,0.0,"TAKE IT! TAKE IT! TAKE IT!!!!!! This was the best STEM course I took at Harvard so far. I highly suggest taking 15a instead of 12a if you are truly interested in learning how Physics works. The material is awesome, the lectures are great and the labs are super manageable. I loved it!",0.9817,"This class is not super interesting. I didn't really get an intuition for why these physics concepts occur (which might be my fault, but still). If you are coming to this class out of a curiosity for physics, you should probably take physics 19.",-0.5502,,0.0
PHYSICS 15B,Introductory Electromagnetism 001,Arguelles Delgado,https://harvard.bluera.com/harvard/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=59dfb4d76c11baeeb02ec9745e96d86c4a61aef49c95bf93b0d38a999c4913da3591fec149c27e45bdc97e2c7fef4c2b&ReportType=2&regl=en-US,FAS-111896-2252-1-1-001,FAS-111896-2252-1-1-001(Arguelles Delgado),111896,42,51,3.56,3.5,3.0,1.131504763712036,3.77,4.0,5.0,1.22966629941655,8.64,8.0,10.0,3.67,3.64,4.0,4.0,1.13,0.607004,0.7916,0.2714,0.47263444073265193,0.0,0.0,0.0,0.0,"Take this course if you really need to satisfy the Electromagnetism requirement. Carlos is a good professor, though their lectures can sometimes leave you desiring a little more. The textbook is honestly not the best in my opinion. I found it more useful for review rather than actually using it to study. Referring to it after completing a problem set and going over lecture notes is honestly more useful, in my opinion. The lab component of this course is also alright. It is a lot better than the mechanics labs we had to do. Office hours and sections will be a must if you struggle a bit in this course. The CAs and TFs will definitely help you get back on track as long as you are willing to put in the effort. As a student who had little to no experience with Electromagnetism (beyond AP physics 2 and what I learned in Physics 19), I'd say the content can be challenging, but it certainly is not difficult at all to grasp once you get some practice in. I don't recommend taking this course as your first physics class, you should take some level of a mechanics course before taking this class. Also, if you feel very confident about your math skills and are considering taking 153 over this course, don't feel afraid to shop it. Though I did not mind my time in 15b, a part of me does wonder if I should have considered shopping 153.  You should be familiar with some multivariable calculus for this class, but it's not essential. I took 22b alongside this course, and honestly, you can get by without having learn multivar/currently in the process of learning it.All in all, this is not a bad course. Some lectures did feel rushed at times, others felt like they didn't go fast enough, but most of the time, the content was taught fairly well, in my opinion. Though Carlos could be confusing at times, it seems like they do care about what they are teaching. They always took questions and did their best to make sure students were engaged and learning.  However, I do feel a little disappointed in the course. As exciting as some of the material could be, it honestly often felt more like math–bashing than actual physics. The class has its moments (especially with the demos done during lecture), but personally, I was hoping for a little more rigor, especially with some of the proofs done in class. I feel like I learned more about how to solve physics problems than actual physics. To summarize, don't feel afraid to shop the course, and it's a decent way to get the Electromagnetism requirement out of the way, and its not a bad introduction to the field, especially if you plan to take Electrodynamics the following spring.",0.9952,"I would say only take this course if you have to. It is a frustrating experience, especially if you have no previous E&M background. The organization of the course was not good, students had to remind through slack that the materials were posted, and this was especially bad close to the exam season. The lectures were not the most effective, even if the material was interesting. The course needs a lot of restructuring, because it is frustrating and hard to take. The exams were not fair taking into account no extra practice materials were provided to understand what was going to appear in the course. E&M is a cool subject, I just wish it was presented better.",-0.873,,0.0
PHYSICS 15B,Introductory Electromagnetism 001,Wang-Holtzen,https://harvard.bluera.com/harvard/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=1ff357f1378be446af8b667b8cdcbc102db8a76b2772b0979fa736f6e680e4feb31fefe537f1dcc950da17d793029c7a&ReportType=2&regl=en-US,FAS-111896-2252-1-1-001,FAS-111896-2252-1-1-001(Wang-Holtzen),111896,42,51,3.56,3.5,3.0,1.131504763712036,4.88,5.0,5.0,0.32659863237109044,8.64,8.0,10.0,3.67,3.64,4.0,4.0,1.13,0.607004,0.7916,0.994,0.47263444073265193,0.0,0.0,0.0,0.0,"Take this course if you really need to satisfy the Electromagnetism requirement. Carlos is a good professor, though their lectures can sometimes leave you desiring a little more. The textbook is honestly not the best in my opinion. I found it more useful for review rather than actually using it to study. Referring to it after completing a problem set and going over lecture notes is honestly more useful, in my opinion. The lab component of this course is also alright. It is a lot better than the mechanics labs we had to do. Office hours and sections will be a must if you struggle a bit in this course. The CAs and TFs will definitely help you get back on track as long as you are willing to put in the effort. As a student who had little to no experience with Electromagnetism (beyond AP physics 2 and what I learned in Physics 19), I'd say the content can be challenging, but it certainly is not difficult at all to grasp once you get some practice in. I don't recommend taking this course as your first physics class, you should take some level of a mechanics course before taking this class. Also, if you feel very confident about your math skills and are considering taking 153 over this course, don't feel afraid to shop it. Though I did not mind my time in 15b, a part of me does wonder if I should have considered shopping 153.  You should be familiar with some multivariable calculus for this class, but it's not essential. I took 22b alongside this course, and honestly, you can get by without having learn multivar/currently in the process of learning it.All in all, this is not a bad course. Some lectures did feel rushed at times, others felt like they didn't go fast enough, but most of the time, the content was taught fairly well, in my opinion. Though Carlos could be confusing at times, it seems like they do care about what they are teaching. They always took questions and did their best to make sure students were engaged and learning.  However, I do feel a little disappointed in the course. As exciting as some of the material could be, it honestly often felt more like math–bashing than actual physics. The class has its moments (especially with the demos done during lecture), but personally, I was hoping for a little more rigor, especially with some of the proofs done in class. I feel like I learned more about how to solve physics problems than actual physics. To summarize, don't feel afraid to shop the course, and it's a decent way to get the Electromagnetism requirement out of the way, and its not a bad introduction to the field, especially if you plan to take Electrodynamics the following spring.",0.9952,"I would say only take this course if you have to. It is a frustrating experience, especially if you have no previous E&M background. The organization of the course was not good, students had to remind through slack that the materials were posted, and this was especially bad close to the exam season. The lectures were not the most effective, even if the material was interesting. The course needs a lot of restructuring, because it is frustrating and hard to take. The exams were not fair taking into account no extra practice materials were provided to understand what was going to appear in the course. E&M is a cool subject, I just wish it was presented better.",-0.873,,0.0
PHYSICS 15B,Introductory Electromagnetism 001,Yacoby,https://harvard.bluera.com/harvard/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=524a56aaa5536371b08c1c94ba5376fa473713171bb32c33484991d94c406fb04968d22222783a93be0e273b5984c87c&ReportType=2&regl=en-US,FAS-111896-2252-1-1-001,FAS-111896-2252-1-1-001(Yacoby),111896,42,51,3.56,3.5,3.0,1.131504763712036,3.14,3.0,1.0,1.562240077390777,8.64,8.0,10.0,3.67,3.64,4.0,4.0,1.13,0.607004,0.7916,0.994,0.47263444073265193,0.0,0.0,0.0,0.0,"Take this course if you really need to satisfy the Electromagnetism requirement. Carlos is a good professor, though their lectures can sometimes leave you desiring a little more. The textbook is honestly not the best in my opinion. I found it more useful for review rather than actually using it to study. Referring to it after completing a problem set and going over lecture notes is honestly more useful, in my opinion. The lab component of this course is also alright. It is a lot better than the mechanics labs we had to do. Office hours and sections will be a must if you struggle a bit in this course. The CAs and TFs will definitely help you get back on track as long as you are willing to put in the effort. As a student who had little to no experience with Electromagnetism (beyond AP physics 2 and what I learned in Physics 19), I'd say the content can be challenging, but it certainly is not difficult at all to grasp once you get some practice in. I don't recommend taking this course as your first physics class, you should take some level of a mechanics course before taking this class. Also, if you feel very confident about your math skills and are considering taking 153 over this course, don't feel afraid to shop it. Though I did not mind my time in 15b, a part of me does wonder if I should have considered shopping 153.  You should be familiar with some multivariable calculus for this class, but it's not essential. I took 22b alongside this course, and honestly, you can get by without having learn multivar/currently in the process of learning it.All in all, this is not a bad course. Some lectures did feel rushed at times, others felt like they didn't go fast enough, but most of the time, the content was taught fairly well, in my opinion. Though Carlos could be confusing at times, it seems like they do care about what they are teaching. They always took questions and did their best to make sure students were engaged and learning.  However, I do feel a little disappointed in the course. As exciting as some of the material could be, it honestly often felt more like math–bashing than actual physics. The class has its moments (especially with the demos done during lecture), but personally, I was hoping for a little more rigor, especially with some of the proofs done in class. I feel like I learned more about how to solve physics problems than actual physics. To summarize, don't feel afraid to shop the course, and it's a decent way to get the Electromagnetism requirement out of the way, and its not a bad introduction to the field, especially if you plan to take Electrodynamics the following spring.",0.9952,"I would say only take this course if you have to. It is a frustrating experience, especially if you have no previous E&M background. The organization of the course was not good, students had to remind through slack that the materials were posted, and this was especially bad close to the exam season. The lectures were not the most effective, even if the material was interesting. The course needs a lot of restructuring, because it is frustrating and hard to take. The exams were not fair taking into account no extra practice materials were provided to understand what was going to appear in the course. E&M is a cool subject, I just wish it was presented better.",-0.873,,0.0
PHYSICS 15C,Wave Phenomena 001,Adams,https://harvard.bluera.com/harvard/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=0846e85c360b6beff228f9e9f9c731e00d54d1a9eac715607df1ec60a058b3cf0c1b74bcbb9f98123e75a91cc94b672c&ReportType=2&regl=en-US,FAS-124154-2252-1-1-001,FAS-124154-2252-1-1-001(Adams),124154,20,24,4.12,4.0,4.0,0.8396127053287694,4.33,5.0,5.0,0.9451631252505217,5.41,6.0,6.0,1.77,3.82,4.0,4.0,1.13,0.62698,0.945,0.9715,0.5118573990868941,0.0,0.0,0.0,0.0,"Take this class to learn a lot about waves and a good bit of math too!  I took 21b concurrently, which is totally doable since most of the necessary math is taught during lecture or can be learned as you do the PSETs.  You also don't need to have taken 15b, although the EM–wave content near the end of the course will probably be easier if you have. Overall, PSETs and exams were very fair and not too painful. Content–wise, the first half was a little dry, but not as hard, while the second half was much more interesting in my opinion but conceptually required more effort. Definitely go to office hours if you have any questions at all about the PSETs, which you probably will because the PSETs did not always align or seem entirely relevant to what we were learning in class, but they were still figure–out–able with office hours and not too long, which was nice. My biggest (and one of my only) complaints about this class is that section could be massively improved. I think it would be better if students were guided through the section problems during section, or, at the very least if they could check their solutions to the section problems against a detailed answer key to make sure they leave section with an understanding of how to do all of the problems. I often left section feeling much more confused than when I arrived because I would leave with a whole list of problems I had no idea how to solve, and solutions would not be posted until over a week after the section. Thankfully, section is optional so you can just skip it if it is as bad as it was this semester! Lab, on the other hand, is not optional, but really not bad at all! Actually pretty fun and there is a lot of support!",0.9715,u have to take it. just pay attention and don't fall behind. huth's notes are handwritten and hard to follow so I would take this class with morii who has typed notes and provided handouts to follow along each lecture.,-0.2023,,0.0
PHYSICS 15C,Wave Phenomena 001,Huth,https://harvard.bluera.com/harvard/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=c838bf69076efd9ea45a67b20e9164507833413597266f62fdb018359b00afd6ba49d9858476f4072e61d4b748cfb20b&ReportType=2&regl=en-US,FAS-124154-2252-1-1-001,FAS-124154-2252-1-1-001(Huth),124154,20,24,4.12,4.0,4.0,0.8396127053287694,4.5,5.0,5.0,0.715873765076464,5.41,6.0,6.0,1.77,3.82,4.0,4.0,1.13,0.62698,0.945,0.9715,0.5118573990868941,0.0,0.0,0.0,0.0,"Take this class to learn a lot about waves and a good bit of math too!  I took 21b concurrently, which is totally doable since most of the necessary math is taught during lecture or can be learned as you do the PSETs.  You also don't need to have taken 15b, although the EM–wave content near the end of the course will probably be easier if you have. Overall, PSETs and exams were very fair and not too painful. Content–wise, the first half was a little dry, but not as hard, while the second half was much more interesting in my opinion but conceptually required more effort. Definitely go to office hours if you have any questions at all about the PSETs, which you probably will because the PSETs did not always align or seem entirely relevant to what we were learning in class, but they were still figure–out–able with office hours and not too long, which was nice. My biggest (and one of my only) complaints about this class is that section could be massively improved. I think it would be better if students were guided through the section problems during section, or, at the very least if they could check their solutions to the section problems against a detailed answer key to make sure they leave section with an understanding of how to do all of the problems. I often left section feeling much more confused than when I arrived because I would leave with a whole list of problems I had no idea how to solve, and solutions would not be posted until over a week after the section. Thankfully, section is optional so you can just skip it if it is as bad as it was this semester! Lab, on the other hand, is not optional, but really not bad at all! Actually pretty fun and there is a lot of support!",0.9715,u have to take it. just pay attention and don't fall behind. huth's notes are handwritten and hard to follow so I would take this class with morii who has typed notes and provided handouts to follow along each lecture.,-0.2023,,0.0
