department,subject,course_number,title,course_id,term,credits,weekdays,start_time,end_time,instructors,distribution,requirements,description
Faculty of Arts and Sciences,UKRA,AB,Elementary Ukrainian II,159857,2026 Spring,4,Mon/Wed/Fri,09:00 AM,10:15 AM,Nataliya Shpylova,None,Instructor Permission Required,"Nataliya Shpylova-Saeed An introductory course in modern Ukrainian language and culture, designed for students without previous knowledge who would like to speak Ukrainian or use the language for reading and research. All four major communicative skills (speaking, listening comprehension, reading, writing) are stressed. Students are exposed to Ukrainian culture through work with prose and poetry as they learn to use the language both as a means of communication and as a tool for reading and research.This year-long full course satisfies the foreign language requirement and prepares students for continued study of Ukrainian in intermediate-level courses and for study or travel abroad in Ukraine.Part two of a two-part series. schedule the course based on the availability of interested students. Please contact the course instructor or the Director of the Slavic Language Program (Steven Clancy <sclancy@fas.harvard.edu>) with any questions. For information on meetings during the first week of classes, please see https://slavic.fas.harvard.edu/language- courses. • • • Part two of a two-part series. Students are strongly encouraged to enroll in Ukrainian AA in the fall and Ukrainian AB in the spring within the same academic year. - - - See language course notes on the Slavic Department website for information about sectioning, pass/fail, satisfactory/unsatisfactory, and auditing: https://slavic.fas.harvard.edu/language-course-notes"
Faculty of Arts and Sciences,UKRA,BA,Intermediate Ukrainian I,222788,2025 Fall,4,Mon/Wed/Fri,12:00 PM,01:15 PM,Nataliya Shpylova,None; Meets Foreign Lang Req: Meets Foreign Lang Req: Ukrainian,Instructor Permission Required,"Nataliya Shpylova-Saeed Part one of a two part intermediate course in modern Ukrainian language and culture for students with previous study of the language. Further development of vocabulary and oral expression within a comprehensive review of Ukrainian grammar. All four major communicative skills (speaking, listening comprehension, reading, writing) are stressed as students learn to use the language both as a means of communication and as a tool for reading and research. Systematic study of word formation and other strategies are taught to help free students from excessive dependence on the dictionary and develop confidence in reading. The two part course prepares students for continued study of Ukrainian in advanced-level courses and for study or travel abroad in Ukraine. This course will be offered MWF with 75 min class meetings. The department will make an effort to schedule the course based on the availability of interested students. Please contact the course instructor or the Director of the Slavic Language Program (Steven Clancy) with any questions. For information on meetings during the first week of classes, please see https://slavic.fas.harvard.edu/language-courses. - - - Part one of a two-part series. Students are strongly encouraged to enroll in UKRA Ba in the fall and UKRA Bb in the spring within the same academic year. - - - See language course notes on the Slavic Department website for information about sectioning, pass/fail, satisfactory/unsatisfactory, and auditing: https://slavic.fas.harvard.edu/language-course- notes Completed UKRA Ab, or placement at the B-level. Familiarity with fundamentals of Ukrainian grammar, particularly case endings and elementary competence in spoken Ukrainian."
Faculty of Arts and Sciences,UKRA,BB,Intermediate Ukrainian II,222789,2026 Spring,4,Mon/Wed/Fri,10:30 AM,11:45 AM,Nataliya Shpylova,None; Meets Foreign Lang Req: Meets Foreign Lang Req: Ukrainian,Instructor Permission Required,"Nataliya Shpylova-Saeed Part two of a two part intermediate course in modern Ukrainian language and culture for students with previous study of the language. Further development of vocabulary and oral expression within a comprehensive review of Ukrainian grammar. All four major communicative skills (speaking, listening comprehension, reading, writing) are stressed as students learn to use the language both as a means of communication and as a tool for reading and research. Systematic study of word formation and other strategies are taught to help free students from excessive dependence on the dictionary and develop confidence in reading. The two part course prepares students for continued study of Ukrainian in advanced-level courses and for study or travel abroad in Ukraine. This course will be offered MWF with 75 min class meetings. The department will make an effort to schedule the course based on the availability of interested students. Please contact the course instructor or the Director of the Slavic Language Program (Steven Clancy ) with any questions. For information on meetings during the first week of classes, please see https://slavic.fas.harvard.edu/language-courses. • • • Part two of a two-part series. Students are strongly encouraged to enroll in UKRA Ba in the fall and UKRA Bb in the spring within the same academic year. - - - See language course notes on the Slavic Department website for information about sectioning, pass/fail, satisfactory/unsatisfactory, and auditing: https://slavic.fas.harvard.edu/language-course- notes UKRA Ba or placement at the B-level. Familiarity with fundamentals of Ukrainian grammar, particularly case endings and elementary competence in spoken Ukrainian."
Faculty of Arts and Sciences,UKRA,CR,Advanced Ukrainian,110599,2026 Spring,4,Mon/Wed/Fri,12:00 PM,01:15 PM,Nataliya Shpylova,Arts and Humanities; Meets Foreign Lang Req: Meets Foreign Lang Req: Ukrainian,Instructor Permission Required,"Nataliya Shpylova-Saeed Individualized study of the Ukrainian language at the advanced level. Emphasis on reading with some practice in speaking and writing for professional and academic purposes. Conducted as a tutorial. or academic need on the part of the student. Please contact the Director of the Slavic Language Program, Steven Clancy (sclancy@fas.harvard.edu), with any questions. Interested students should consult with the Ukrainian course instructor and prepare a coherent plan for the course based on the information provided in the Note on independent language tutorials (R Courses) found at: https://slavic.fas.harvard.edu/pages/language- study"
Faculty of Arts and Sciences,SPOL,300,Reading and Research,,,,,,,,,,Nicole Tateosian
Faculty of Arts and Sciences,SPOL,302,Doctoral Dissertation Research,159863,2026 Spring,4,Tue,12:45 PM,02:45 PM,"Joel Suarez, Brandon Terry",Social Sciences,Instructor Permission Required,"Social Studies Social Studies SOC-STD 10A Introduction to Social Studies This course offers an introduction to the foundations of modern social theory from the seventeenth to the nineteenth century. Our focus will be on the development of modern moral, political, and economic ideas, with special emphasis on empire, race, inequality, and the environment. Authors we will examine include, among others, Thomas Hobbes, Jean-Jacques Rousseau, Adam Smith, Ottobah Cugoano, Mary Wollstonecraft, Frederick Douglass, Charles Darwin, and Karl Marx. prerequisite for sophomores applying to Social Studies. Students planning to take this class must attend the first lecture to be admitted. Please sign up for the Thursday 12:45-2:45 section time. If you have a scheduling conflict, you may sign up for the TBD section time in order to register; however, we cannot guarantee an alternate section time. SOC-STD 10B Introduction to Social Studies Joel Suarez, Brandon Terry This class continues the introduction to the classic texts of social theory begun in Social Studies 10a through the twentieth century. Authors include Friedrich Nietzsche, Max Weber, Emile Durkheim, W.E.B. Du Bois, Sigmund Freud, Simone de Beauvoir, Frantz Fanon, and Michel Foucault. Please sign up for the Thursday 12:45-2:45 section time. If you have a scheduling conflict, you may sign up for the TBD section time in order to register; however, we cannot guarantee an alternate section time. SOC-STD 50 Foundations of Social Science Research Matt Reichert This course introduces students to the diversity of methods that social scientists use to answer questions about the social and political world. We survey both qualitative and quantitative approaches, and consider how to make the most of each at all stages of the research process, from exploring ideas, to collecting evidence, to communicating findings. Students learn how to conduct interviews and focus groups, use archives and primary sources creatively, and design interesting case studies. Students also learn how to conduct in-depth ethnographic observation, use an array of quantitative tools, run surveys, and understand the logic of experiments and causal inference. We consider how deeper epistemological commitments shape our methodological choices, and how politics and power shape the scientific communities in which we work. Course assignments help thesis-writers explore potential topics and prepare them to immediately conduct productive original research. Sectioning will be scheduled after enrollment. This class is designed for juniors concentrating in Social Studies; sophomores, seniors, and students from other concentrations should contact the instructor before petitioning to enroll. SOC-STD 50 (2) Foundations of Social Science Research Matt Reichert This course introduces students to the diversity of methods that social scientists use to answer questions about the social and political world. We survey both qualitative and quantitative approaches, and consider how to make the most of each at all stages of the research process, from exploring ideas, to collecting evidence, to communicating findings. Students learn how to conduct interviews and focus groups, use archives and primary sources creatively, and design interesting case studies. Students also learn how to conduct in-depth ethnographic observation, use an array of quantitative tools, run surveys, and understand the logic of experiments and causal inference. We consider how deeper epistemological commitments shape our methodological choices, and how politics and power shape the scientific communities in which we work. Course assignments help thesis-writers explore potential topics and prepare them to immediately conduct productive original research. Sectioning will be scheduled after enrollment. This class is designed for juniors concentrating in Social Studies; sophomores, seniors, and students from other concentrations should contact the instructor before petitioning to enroll. SOC-STD 60 Making Sense of Methods for Theoretical and Historical Research Charles Clavey, Sarah Greenberg This course has three interrelated aims. First, it will introduce students to the foundational questions of the philosophy of social science. How do social scientists and theorists interpret and explain the world around them? How are models and concepts created and applied? What does it mean to argue that one event causes another one? Second, the class will familiarize students with the range of theoretical and historical methods that could be used in a senior thesis. What are the established and cutting-edge paradigms of social-science research? Where do these disciplines converge and diverge? What topics and questions are best suited to each method? Third, the course will prepare juniors and first-semester seniors to undertake thesis research. Through a range of exercises and activities, students will shape their interests into precise questions and feasible projects. In deciding which approach might be the most apt for their theses, they will confront the stakes—practical, philosophical, and political—of methodological choices. SOC-STD 68LS Land, Space, and Politics Benjamin Mueser After the Civil War, formerly enslaved and free black people maintained that their freedom required land of their own, an idea embodied in the Reconstruction era promise of '40 acres and mule.' Beginning in the 1950s, an American 'back-to-the-land' movement formed, insisting that restoring democracy required returning to agrarian lives. In November 1969, a group of Indigenous activists occupied Alcatraz Island, claiming that a 1851 treaty required retired federal lands to be returned to Indigenous peoples. Since early colonization and to the present, Americans have practiced 'squatting' to claim lands and spaces as their own, even without legal title. These are very different events, but they share a common theme. Each prompt us to consider the central importance of spatial belonging and situatedness to political life. What did the land mean to these people? What does it mean to us? What is it, exactly, that we are demanding when we demand a space for our own? This class will address these questions with interdisciplinary readings on the relationships we form toward the land. Our goal is to not isolate abstract scholarship, but instead to examine the connections between theory and praxis, and to highlight how we can apply the theories we discuss in class. Toward that end, the class will be organized around 5 modules, foregrounding present-day and historical movements, following by theoretical reflections. Our guiding principle will be that practice has more to teach theory than the other way around, and good applied theory takes a critical approach to each. SOC-STD 91 Supervised Reading and Research Individual work in Social Studies on a topic not covered by regular courses of instruction. Permission of the Director of Studies required. SOC-STD 91 Supervised Reading and Research Individual work in Social Studies on a topic not covered by regular courses of instruction. Permission of the Director of Studies required. SOC-STD 98CL Law and American Society Terry Aladjem At a time when the rule of law is imperiled, our democracy and equal rights of every kind under assault by multiple forces, the importance of understanding our constitutional system of rights and laws as essential to the fabric of the nation cannot be overstated. The course will examine law as a vehicle of political conflict and a deﬁning force in American society in four dimensions: 1.) as it establishes individual rights, liberties, and the limits of toleration; 2.) as it attempts to resolve differences among competing constituencies; 3.) as it sets out terms of punishment and social control having effects on race and class, and 4.) as a source of informing images and ideological meaning. We will examine these themes with close attention to their historical roots and their constitutional and theoretical origins, to their manifestations in our current political discourse. We will take up issues at the level of jurisprudence or political theory, but also as they arise in public controversies, or are settled in legal cases by the courts—cases in which racial or gender equality are at stake, religious or sexual freedom, cases in which the nature and content of political speech are questioned, cases in which the imperatives of religious communities seem irreconcilable with public institutions, cases in which the nature and extent of punishment have been debated and the question of who deserves to be punished decided, and notorious public trials in which the national self-understanding has been shaped. Our aim is to bring theory to bear, and down to earth, in each consideration (we will read Foucault's Discipline and Punish, and also examine prisons and mass incarceration). This is a junior tutorial. SOC-STD 98EO Art, Political Culture, and Civic Life Kiku Adatto The seminar explores the interplay of the arts, political culture, and civic life. It will draw on studies in art, history, political philosophy, literature, sociology, and photography. Among the questions we will address are: How is historical memory constructed, and what are the competing forces that shape it? What is the significance of public apologies, and does solidarity create moral responsibilities for historical injustices? How is cultural domination exerted, and how is it resisted? In what ways does rhetoric shape politics, and what role does it play in national narratives? Why does the contest to control images loom so large in politics, the media, and in our everyday lives? This is a junior tutorial. SOC-STD 98GV The Governance of Artificial Intelligence Joan O'Bryan Are we about to be replaced? Some experts have predicted the rise of Artificial General Intelligence—and machines which could outperform humans at nearly every task—as soon as the end of this decade. What exactly is artificial intelligence, where is it headed, and what does it mean for us? This junior tutorial explores the most recent philosophical and policy challenges raised by this emerging technology, with the aim of enabling students to develop an original research project on an unanswered question concerning the impact of AI on human society. These questions may include: under what conditions do chatbots deserve legal personhood or protections? How should we regulate frontier models, and what are the guiding assumptions behind the AI safety movement? Do rich countries have a duty of justice to provide global access to advanced computer chips and open-source LLM code? Can big data improve democratic functioning, and if so, at what cost? And what should we do in the face of the singularity? Overall, students will develop an understanding of the technical basics of machine learning and the material conditions required to enable its development, examine a number of case studies on AI's current and prospective impacts, and critically engage with key debates in AI ethics and governance. SOC-STD 98LF Globalization and the Nation State Nicolas Prevelakis As globalization faces challenges, the nation-state and nationalism have resurged, influencing global and local identities. This course examines why, focusing on the nature of nationalism, ethnic conflicts, the rise of populism and authoritarianism, and global issues such as inequality, migration, and climate change. Through theoretical texts and case studies from various regions, including the U.S., Europe, and China, students will explore the renewed importance of nationalism and the nation-state in the current global landscape. This is a junior tutorial. SOC-STD 98MM Asian Cities: Multiple Modernities and Global Connections Xinyu Guan What does studying Asian cities teach us about cities, and about Asia writ large? Through engaging with ethnographies and urban theories, we will explore themes such as (post)colonialism, multiple modernities, informality, neoliberalism, (post)socialism, migration, and diaspora. This course will be of interest to students with an interest in urban-related topics in general, with no background knowledge on Asia required. In addition to cities situated within Asia, we will examine diasporic urban spaces and communities physically outside of Asia. Alongside the course themes, we will analyze and learn how to conduct ethnography and interviews, in addition to analyzing maps and archival material. There will be an ethnographic assignment, where students will learn to conduct an in-person ethnographic observational exercise of an Asia-related space or community in the Boston area. For the culminating final assignment, students will pick one of the methods to conduct original research and write a 20-25-page paper. This is a junior tutorial. SOC-STD 98ND Justice and Reconciliation after Mass Violence Jonathan Hansen This seminar examines the problem of justice and reconciliation after mass violence: How does a nation sundered by genocide, civil war, or gross human rights violations reestablish the social trust and civic consciousness required of individual and collective flourishing? What is the proper balance between individual and collective responsibility? What is the role of trials, truth commissions, and apology in civil reconciliation? How do specific types of mass violence influence outcomes? What makes some reconciliations successful, others less so? The course engages these and other questions from historical and contemporary perspectives, exploring the legacy of mass violence going back centuries, while examining reconciliation projects across cultures, countries, and continents.This course comprises three units: 1) a typology of mass violence (civil war, genocide, state repression, for instance) and historical responses; 2) case studies of the U.S. Civil War (and its continuing legacy), the Troubles (N. Ireland), and the Rwandan genocide; and 3) a research and writing workshop emphasizing students own work. The goal of the course is to introduce students to the literature of mass violence from an interdisciplinary perspective (including but not limited to historical, sociological, and anthropological approaches), ultimately launching students on their own research projects. This is a junior tutorial. SOC-STD 98PM Political Myth Benjamin Mueser Political myth, or ideologically-marked narratives that are essential to the identity of a social group, has often been thought of as antithetical to political theory. By obscuring the truth in false narratives, or by communicating truths through narrative and arational means, myth has been interpreted as hostile to freedom, liberalism, rationalism, and deliberative democracy. And yet, despite Max Weber's claim that the modern world had become 'disenchanted,' the last century saw an explosion of political myths implicitly and explicitly driving mass political movements. Political myth prompts key questions about political theory: Is it possible or even desirable to have a politics without myth? If not, then what role exactly does myth play in politics? Can political myths be open to contestation and reevaluation? Under what conditions can political myth be a means of oppression, and under what conditions can it serve emancipatory ends? To address these questions, this class will examine the relationship between myth and politics through a series of major theoretical statements drawn mostly from European intellectual history followed by a series of case studies. This is a junior tutorial. SOC-STD 98PO States, Empires, and Postcolonialism Yasemin Bavbek This seminar introduces major approaches to empires in social sciences, with a particular focus on the global and postcolonial turns and their critiques. We will discuss canonical works of postcolonialism, subaltern studies, and the Black Radical Tradition together with contemporary empirical work on empires. This seminar aims to 1) develop a comprehensive understanding of the conceptual toolkit of postcolonial thought and the Black Radical Tradition while addressing the sociopolitical contexts which gave rise to them, 2) compare postcolonial approaches to other major paradigms of anti-imperialist thought, and 3) survey approaches to empires and borderlands that do not conform to the categories of postcolonial thought. We will explore imperial legacies in social thought, political organization, and state formation from an interdisciplinary perspective. Some of the questions this seminar addresses are: How are racialization and empire related in different contexts? How can we apprehend the histories of (physical, epistemic, symbolic etc.) violence and extraction from a subaltern anti- imperial perspective? How do the metropoles and colonies relate to and constitute each other? Do empires learn from each other, and if so how? How do imperial relations structure contemporary politics, culture, and power relations? What forms does imperial domination and resistance against empire take? This is a junior tutorial. SOC-STD 98PV The Critical Theory of the Frankfurt School Charles Clavey This course examines the distinctive critical theory created by members of the Institute for Social Research— better known as the Frankfurt School—from its origins in the interwar era to the present day. Over these decades, critical theory has used tools from philosophy, psychology, and sociology to grasp the pathologies of the present and to chart a path towards emancipation in the future. We will reconstruct the Frankfurt School's evolving theory through its connections to the most important themes of twentieth-century thought: capitalism, authoritarianism, individuality, bureaucracy, and alienation. Our goal is not only to gain a deep understanding of critical theory but also to assess its continued relevance to modern social and political thought. This is a junior tutorial. SOC-STD 98RI Religion in Politics Sarah Greenberg This course problematizes the place, space, and role of religion in political and social life. We will question how, when, and why religion shapes, generates, and complicates politics, and if religion as such ontologically belongs to any political party or location on a right-left spectrum or a public-private distinction. We will explore these dynamics through primary and secondary works of political theory and intellectual history, and focus on ideas, concepts, and traditions such as civil religion, secularism, pluralism, liberalism, authority, identity, and more. Assignments in this course are focused on completing an independent research paper by the end of the term, emphasizing theoretical and historical methods. This is a junior tutorial. SOC-STD 98SE Race, Ethnicity, and Inequality Christina Ciocca Eller The United States is more racially and ethnically diverse than at any point in its history. Yet racial and ethnic social categories remain persistent sources of inequality in American society. This tutorial will interrogate the relationships between race, ethnicity, and inequality, examining theoretical and empirical approaches across multiple social domains. Part I of the course focuses on the historical development and contemporary meanings of both race and ethnicity in the United States. Part II discusses the reproduction of social categories and the consequences of reproduction for inequality. Part III examines the relationship between race, ethnicity, and inequality in particular social domains, including neighborhoods, youth experiences, policing and mass incarceration, higher education, and the labor market. And Part IV dives deep into the issue of within-group inequalities by race and ethnicity, while also introducing global comparative approaches. We will discuss the implications for public policy through each of these case studies, focusing on strategies for reducing racial and ethnic inequality. This is a junior tutorial. SOC-STD 98SR Slavery and Race in American Law John Harpham This course will explore the relationship between enslavement and racialization in American law. The course will start from the premise that American slavery was an institution that enlisted law in support of power and exploitation. As the institution transformed over time, so did the contours of the law. The course will first examine the early-modern Atlantic world, where we will compare the legal regimes of slavery in the British, French, and Spanish empires. We will use various kinds of documents to structure our inquiries, from statutes and law codes to legal treatises and appellate opinions to works of scholarship and the first-person narratives of persons who have been enslaved. This is a junior tutorial. SOC-STD 98SS Statecraft and Sexuality Miriam Gleckman-Krut Sexuality is central to modern statecraft. This junior tutorial explores how – and why – states regulate sex, sexual violence, sexual taboos, sexual identities, and even talk of sex. Through attention to cases in North America and Southern Africa, we learn how sexuality is embedded in state formation, in the distribution of citizenship entitlements, and in efforts to maintain political legitimacy. Transnational comparisons elucidate generalizable features of sexuality and statecraft, as well as historical moments in which states learn from one another about how to deploy sexuality as a technology of power. Our examination of cases in the Global North and South exposes how these state processes operate in the context of global inequalities. This is a junior tutorial. SOC-STD 98UD Critical Theory of Knowledge, Technology and Power Bo-Mi Choi This tutorial explores the role and impact of science and technology on society, culture, and politics from the perspective of critical theory. Building on the foundations of Marxian philosophy and the works of 20th-century critical theorists such as Lukáçs, Benjamin, Heidegger, Marcuse, and Foucault, we will explore more recent contributions in the philosophy and post-phenomenology of technology as well as social constructivism and feminist theory. While largely designed as a theory course, this tutorial takes a closer look at artificial intelligence, automation and robotics, surveillance capitalism, data feminism, and digital culture to investigate how these new technologies shape our social reality. The tutorial ends with a module on Afrofuturism as a potentially emancipatory form of techno-utopianism. Questions we will address along the way include: how do science and technology transform and mediate human experience and knowledge of the world? radically affect our political and social order? shape concepts of human subjectivity and regulate human behavior? And what kinds of political, ethical, and aesthetic consequences do we need to consider as we adopt new technology? Rather than conceptualizing science and technology in Promethean terms as tools of progress, we will closely examine how they are intrinsically constitutive of the ways we experience ourselves and the world around us. The aim is to collaboratively articulate, over the course of the semester, an amplified social theoretic framework that enables us to critically engage with the existential challenges and potential dangers of new technology and normatively evaluate scientific and technological innovations from the standpoint of human flourishing. SOC-STD 98VT Solidarity: Group, Self, Identity Rosemarie Wagner People are fighting for themselves and they're fighting for one another, but how do you figure out whom to stand with, and when and how? People with different experiences, beliefs, and commitments, are struggling, fighting, and organizing to get free from oppression and empower themselves. This course examines how agency, solidarity, and coalition can be possible in our post-foundational world, and how we bridge the gap between social theory and social action. Can we theorize a self or a group identity without relying on on essentialist and perhaps harmful beliefs? We will learn from theoretical debates in feminist, queer, Black, democratic, radical, postcolonial, and disability studies on questions of agency, solidarity, and liberation, and will also analyze real- world case studies of coalitions. This course focuses on theoretical and historical methodology. This is a junior tutorial. SOC-STD 98WA Crime, Punishment, and Policing in an Unequal America Adaner Usmani The United States imprisons more people per capita than any comparable society, past or present. It is alone among developed countries in annually killing hundreds of its citizens in police encounters. And it is also, by some distance, the most violent country in the developed world. These facts raise a range of difficult questions about what should be done about crime, incarceration and policing in today's United States. The aim of this course is to give students the tools to better understand the empirical and normative dimensions of these questions. Throughout, we will be using reasoning and methods from both the empirical social sciences and from analytic moral and political philosophy. Students will be pushed to develop the strongest possible arguments for positions they may not endorse, and to argue against the perspective of the instructor at every opportunity. SOC-STD 98WB Inequality Under Capitalism Adaner Usmani All capitalist societies are characterized by significant forms of inequality. Some people and some groups have more of the things that we think make for a good life, while other people and other groups have less. But inequality is not static; not all societies are equally unequal. Social and political movements have transformed the distribution of well-being in numerous ways. This class ponders the empirical and normative questions raised by these facts. First, what explains inequality? Why do some people have more than others? Second, what should be done about these facts? What kinds of inequalities do we care about? What does justice require? And, given that only some of what justice requires is feasible, what should we demand? SOC-STD 98WD The Politics of Health and Medicine in the United States Matt Reichert How does politics shape our health? In this multidisciplinary class, students explore the historical origins of institutions like Medicare and Medicaid, the FDA, and the NIH. We seek to explain the politics of why American healthcare policy differs so dramatically from its peers, with narrowly targeted public programs and a dominant private insurance sector. Students learn how epidemiologists and clinicians today think about social determinants of health, especially racial disparities in care and outcomes. We conduct deep dives into topics like the sociology of mental illness, maternal mortality, the Affordable Care Act, Covid-19, and the medical ecosystem here in Boston. We consider normative questions, like how to balance cultural competency or patient autonomy with the medical mission to provide care and prevent harm. Finally, students also observe how public health researchers make use of social science methods, from the ethnographic case study to the clinical trial. This is a junior tutorial. SOC-STD 98WH Climate Justice: The Politics of Decarbonization Jonathan Masin-Peters Given the urgent need to shift societies away from carbon-based energy, how can such transitions occur so as not to reproduce existing injustices? Answering this question requires an interdisciplinary approach. Texts from historians and anthropologists will provide insight into how societies across time and space have made large- scale energy transitions. Political science scholarship will contribute knowledge about political transitions, which were widespread in the twentieth century, from socialist transitions in the early twentieth century to democratic transitions in the post-Cold War era. Texts by political theorists and philosophers will enable conceptual analysis of ideas like democracy, injustice, and nature. At the same time, work by sociologists will attune students to the forms of stratification and inequality energy transitions are likely to foster. Finally, literary and cultural criticism will provide insights into the interpersonal tensions, nuances, and lived experiences of people undergoing large- scale changes. Students will build their conceptual vocabulary, learn the strengths and limits of each disciplinary approach, and understand how to formulate compelling research questions and problems. This is a junior tutorial. SOC-STD 98WM Infrastructure, Mediation, Sociality William Stafford Infrastructures make their social significance felt in a variety of ways: through the technologies that mediate their use, the materials from which they are made, and their sensory and aesthetic presence in our everyday lives. How does database design impact how we buy and sell things? How is wood sourced and processed for the construction of housing stock? What might a bridge do besides facilitate a crossing? Each of these aspects of infrastructure can exert their influence at multiple scales and in multiple ways, often anchoring diverse landscapes of experience across populations, communities, and individuals. In this course, we will explore how the infrastructures that organize social life are formed, experienced, and interpreted as the things and also the relations between things (Larkin 2013) that give shape to gender, race, caste, colonialism, imperialism, commerce, environment, government, protest, and abolition. In turn, we will explore how the study of infrastructure offers a unique perspective for theorizing the social in social theory and how imaginations of what is necessary for social life mediate the demands we make on theory and our own research. Materials for the course will draw on a broad corpus of readings, films, television shows, games, and technical documents across the disciplines of anthropology, sociology, history, visual studies, media studies, and science and technology studies. Coursework will involve ethnographic experiments with the local built environment and digital artefacts, the production of individual research archives, and the completion of an empirically grounded research project. This is a junior tutorial. SOC-STD 99A Tutorial - Senior Year Writing of senior honors essay. SOC-STD 99B Tutorial - Senior Year Writing of senior honors essay. Sociology Sociology"
Faculty of Arts and Sciences,SOCIOL,90GIS,Geographic Information System Lab: Spatial Relationships,224402,2025 Fall,4,Mon/Wed,09:00 AM,10:15 AM,Kristie Le,Social Sciences,Instructor Permission Required,"Kristie LeBeau If a picture is worth a thousand words, a map must be worth two thousand words. Thoughtfully designed maps have the ability to capture spatial relationships and bring patterns of social phenomena across geographies to life. In this course, we will learn how to examine relationships of social phenomena across space using spatial analysis and mapping. Spatial analysis is rooted in the question: Does it matter who your neighbors are? Throughout the course, students will not only learn how to conceptualize and make meaning from spatial relationships but also develop practical, hands-on skills to build maps and data visualizations using statistical software such as QGIS and GeoDa. SOCIOL 1128 is a prerequisite for this class.Priority for registration will be given to Sociology concentrators and secondaries."
Faculty of Arts and Sciences,SOCIOL,91R,Supervised Reading and Research,113928,2026 Spring,4,,,,,Social Sciences,Instructor Permission Required,Emily Fairchild Individual work in sociology under the supervision of teaching staff in the department. A graded supervised course of reading and research on a topic not covered by regular courses of instruction. office.
Faculty of Arts and Sciences,SOCIOL,92R,Faculty Research Assistant,160534,2026 Spring,4,,,,,Social Sciences,Instructor Permission Required,"Emily Fairchild Students gain research skills along with an understanding of the production of sociological knowledge through work on faculty research projects. Work is arranged and directed by faculty members, who supervise and meet with students regularly (every 1-2 weeks). The specifics of the intellectual goals for the student and the research tasks involved will vary. The student and faculty member will consult on this in advance and will outline the following on the 92r Registration Form: 1) the specific skills to be learned, 2) how the course will engage students with the discipline, and 3) the specific work product. What students produce will depend on the kind of research involved. It is expected that students will work 8 to 10 hours per week on the course. Students may engage with data collection, data analysis, literature reviews, or other aspects of a faculty project."
Faculty of Arts and Sciences,SOCIOL,97,Tutorial in Sociological Theory,115130,2026 Spring,4,Thu,12:45 PM,02:45 PM,Shai Dromi,Social Sciences,,"Shai Dromi This course introduces students to the complicated, conflictual, and often contradictory theoretical origins of sociology as a discipline. We begin by reading the standard sociological canon—Marx, Weber, and Durkheim—and interrogating why their ideas were canonized over others. We then read scholars who have been historically written out of the social sciences to evaluate their important, yet historically underappreciated, contributions. By the end of the course, students should (1) master key concepts in classical sociological thought, (2) understand what it means to theorize, and what makes for good theory, and (3) learn to critically interrogate the relationship between power, standpoint, and the production of knowledge."
Faculty of Arts and Sciences,SOCIOL,98GE,Junior Tutorial: Sociology of Immigration: Latinx,226201,2025 Fall,4,Tue,12:00 PM,02:00 PM,Meylin Gonzales Huaman,,Instructor Permission Required,"Meylin Gonzales Huaman This junior tutorial examines Latinx immigrant incorporation from a sociological perspective that approaches migration as a lifelong process starting from the context of origin (Latin America) and continuing in the context of reception (the US). To this end, we will explore questions that consider elements of the history of Latin America as part of what shapes the trajectories of Latinx in the US. What are the lasting impacts of Spanish colonization in Latin America that shape immigration into the US? What are the origins of the Hispanic/Latino category? How are Latinxs' immigrants experiencing this identity and what are its implications to their social and political incorporation in the US? We will focus on three areas: (1) the legacies of the former Spanish colonies in Latin America; (2) the parallels between the categories of Hispanic/Latino in the US and Mestizo in Latin America; and (3) the social and political incorporation of Latinx populations in the United States, with particular attention to how the process of immigrant incorporation relates to immigrants' premigration experiences. Students will have the opportunity to develop an original research project on a topic relevant to this course. The methodological focus will be qualitative in-depth interviews from an inductive research approach. Accordingly, from the third week of the course, students will conduct 2-3 exploratory interviews on a broad topic they are interested in, which will then inform the research question that will guide their research question and subsequent data collection. This course is only for Sociology concentrators and secondaries."
Faculty of Arts and Sciences,SOCIOL,98HB,Junior Tutorial: Online Communities,224589,2025 Fall,4,Mon,09:45 AM,11:45 AM,Sarah Halford  What,Social Sciences,Instructor Permission Required,"Sarah Halford What is an online community? How are online communities similar to or different from offline communities? For what purposes do people form communities online, and how are group cultures constructed in online environments? In this junior tutorial, students will develop a research project that explores an online community of their choosing through digital ethnography. Students will also learn about innovations in ethnographic methods that account for the many ways in which digital technologies have become increasingly integrated into everyday social life. This course is only for Sociology concentrators and secondaries."
